Unnamed: 0,smiles,MW,clogp,tpsa,qed,bcl2,bclw,bclxl,mcl1,SAs,gsk3b,jnk3
287,CC(=CS(=O)(=O)NC1CCN(c2ccc(-n3ccnc3CN(C)C)cc2F)C1=O)c1ccc(Cl)s1,537.1071375600001,3.8736000000000033,87.53999999999999,0.4711006475199347,6.922743320465088,5.708372592926025,6.844775676727295,5.9534759521484375,3.596969235215427,0.07,0.07
288,Cc1cc(Nc2ccc(Br)cc2)n2ncnc2n1,303.01195742000004,2.9388200000000007,55.11,0.7906529528455329,5.09550666809082,5.521097660064697,4.925609588623047,5.02008056640625,2.2796991538025644,0.04,0.02
289,Cc1c(N)cccc1-n1cnnn1,175.085795288,0.55292,69.62,0.6424938430420724,4.257183074951172,4.3253092765808105,3.4970643520355225,4.359601974487305,2.3570671928362703,0.01,0.01
290,O=C(Cc1ccccn1)N1CCC(c2noc(-c3ccncc3)n2)CC1,349.15387484800004,2.4753000000000007,85.01,0.7192477570902575,4.948354721069336,4.870116710662842,4.646550178527832,5.373769283294678,2.36203987907405,0.05,0.0
291,COc1ccc(C2CC(c3cc4ccccc4o3)=NN2C(=O)c2ccncc2)c(O)c1,413.137556088,4.5335000000000045,88.16000000000001,0.5309076456719333,5.631407260894775,5.942850112915039,5.013768196105957,5.923003196716309,2.968659082214064,0.05,0.03
292,CCCCCN(CCCCC)C(=O)C(CSCc1ccccc1)NC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O,635.279408442,4.832500000000006,145.27,0.1196152379065793,5.782750129699707,5.428496837615967,5.589495658874512,5.460751056671143,3.472679436537451,0.02,0.02
293,O=C(NN=CC1CCCC1)c1cc2c([nH]c3ccccc32)c(-c2ccc([N+](=O)[O-])cc2)n1,427.164439532,5.197100000000004,113.28,0.2588821053174464,5.38434648513794,5.8888750076293945,5.167288780212402,6.025535583496094,2.6841498317259607,0.1,0.08
294,C=CCSc1nnc(-c2nnc(SCC=C)n2CC)n1CC,336.11908664000003,3.132600000000002,61.42,0.5177569324908091,3.872482299804688,4.21171236038208,3.713527202606201,4.466376304626465,2.9493605780304293,0.01,0.0
295,CC1CCCCC1=NN=C1SCC(=O)N1Cc1ccc([N+](=O)[O-])cc1,360.12561149999993,3.5923000000000025,88.17,0.6061343810230286,5.417275428771973,5.179907321929932,4.772668361663818,5.065423011779785,3.2888834511913423,0.01,0.11
296,N#Cc1c(N)n(CCOC(=O)c2cccc([N+](=O)[O-])c2)c2nc3ccccc3nc12,402.1076529280001,2.803580000000001,149.95999999999998,0.3039952096414314,4.433839321136475,4.292381286621094,4.074379920959473,5.267168045043945,2.5174519512902265,0.05,0.21
