Unnamed: 0,smiles,MW,clogp,tpsa,qed,bcl2,bclw,bclxl,mcl1,SAs
0,CCCCCCc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,552.0675134339998,0.6510999999999997,244.14,0.1453754372489756,5.661813735961914,5.164520263671875,5.431174278259277,5.137717247009277,4.3182955033515125
1,CC(C)=CC1COC23CC4(CO2)C(CCC2C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C6O)C(C)(C)C5CCC24C)C3C1(C)O,898.492600908,0.4633000000000061,255.90999999999997,0.1126159972452732,5.021592140197754,4.473813056945801,4.636902809143066,5.362862586975098,7.873630732572373
2,CC(=O)OCC1(C(=O)O)C(CC(=O)O)=C(C(=O)OC2=CCOC=C2)C(OC(C)=O)=CC1(OC(C)=O)C(=O)O,538.095870004,0.2099000000000005,226.33,0.2494114177434241,4.621685028076172,4.751639366149902,4.335557460784912,5.370541572570801,4.804066843566448
3,CN(CCc1ccccc1)C(=O)CNC(=O)C(CCS(C)=O)NC(=O)C(N)Cc1ccc(O)cc1,502.224991188,0.3327000000000044,141.83,0.3110819220731383,4.846233367919922,4.502030849456787,4.915529251098633,4.400153636932373,3.4234085472132945
4,CC(=O)NC1C(OC2C(COC(C)=O)OC(Oc3ccc4c(C)cc(=O)oc4c3)C(NC(C)=O)C2OC(C)=O)OC(COC(C)=O)C(OC(C)=O)C1OC(C)=O,792.2589125680001,0.2459200000000063,256.8299999999999,0.1564710866818393,4.569719314575195,4.277708053588867,4.567694187164307,4.546931266784668,5.043544290475335
5,CC1C(=O)OC2CC1(C)C1C(=O)C3(O)OC14C(O)(CCC1C3C(O)C=C3C=CCC(=O)C31C)C(=O)OC24C,528.199547224,0.5098,156.66,0.3786089061611532,6.539589881896973,6.734101295471191,6.791128158569336,6.835916042327881,7.259603312052525
6,C=CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C=C,522.2676267839998,0.5776000000000054,126.44000000000004,0.0774498225289878,4.56006383895874,4.853017807006836,4.292631149291992,4.711156845092773,2.526229859540868
7,CC(=O)OCC1OC(N2CNC3C(Sc4ccc(C)cc4)=NC(=O)NC32)C(OC(C)=O)C1OC(C)=O,520.1627848559999,0.91762,144.86,0.4078797837693677,4.666185855865479,4.708633899688721,4.424972057342529,4.616013526916504,4.755153164867658
8,COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,676.2367205799999,0.0678999999999985,238.2,0.1399923623874467,4.657556533813477,4.612299919128418,4.323988914489746,5.39522647857666,4.912247306231364
9,CC(=O)CC(c1ccccc1)c1c(O)c2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2oc1=O,500.13186158799977,0.8805999999999996,183.96,0.2901910983160402,4.908190727233887,4.951385974884033,4.534618854522705,4.965520858764648,4.125201948084442
10,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,925.5034999400002,0.9357000000000052,319.61,0.1752920753470547,5.402482509613037,5.079885005950928,4.987228393554688,5.064257621765137,7.505262378346863
11,COc1cc(S(=O)(=O)CCOS(=O)(=O)O)c(C)cc1N=NC1C(=O)N(c2ccc(S(=O)(=O)O)cc2)N=C1C(=O)O,620.0188997000001,0.7831200000000001,256.03,0.2320333790387674,4.595341205596924,3.981184244155884,5.124236106872559,4.845398426055908,3.742171545174324
12,O=C(CCCCC1SCC2NC(=O)NC21)NCCOCCOCCOCCOCCOCCOCCN1C(=O)CCC(N2C(=O)c3ccccc3C2=O)C1=O,791.3411431359999,0.7418000000000087,200.37,0.0641335447968271,5.834532737731934,5.351338863372803,5.701618671417236,5.120016574859619,4.565040721396726
13,COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)cc(OC)c1O,580.2155912119999,0.6804999999999999,174.98999999999998,0.2803165684873329,4.015542984008789,3.660188674926758,4.452506065368652,4.305834770202637,4.614706551498122
14,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CSSCC(N)C(=O)N1)C(C)C)C(=O)O,547.249826032,0.4807000000000056,179.72,0.1894783785238594,6.145529270172119,5.551242828369141,5.986828327178955,5.713316917419434,4.022448152504623
15,CCOC(=O)C1OC1C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCCCCCC(=O)NC(CCCCNC(=O)CCCCC1SCC2NC(=O)NC21)C(N)=O,902.457175932,0.9399000000000096,288.78,0.0235185715649451,6.266502857208252,4.875712871551514,5.495132446289063,5.051871299743652,5.060201652191114
16,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(COC5OCC(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)C(C)(C)C3CCC12C,916.5395511,0.6123000000000061,277.91,0.0945655243477075,4.898968696594238,4.615183830261231,4.316767692565918,5.632595539093018,6.312165936836569
17,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,563.182517256,0.7549999999999994,164.01000000000002,0.3021615041785592,4.610745429992676,4.7986602783203125,4.607776641845703,5.132508277893066,4.312394484177512
18,CC(C)CN(CC(OC1OC(C(=O)O)C(O)C(O)C1O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,723.2673095,0.291800000000007,236.64,0.1438711137197448,4.319024562835693,4.487367630004883,4.052459716796875,5.956793785095215,4.940765910174775
